	width	WT_1	WT_2	WT_3	WT_4	TG_1	TG_2	TG_3	TG_4
ENSMUSG00000002346	5996	140	222	177	157	175	206	147	155
ENSMUSG00000002365	2411	30	46	50	53	26	20	18	9
ENSMUSG00000002372	2511	1780	2680	2849	3037	2661	3322	2095	1874
ENSMUSG00000002379	2661	379	785	781	860	724	907	558	495
ENSMUSG00000002384	3880	1	2	2	1	0	0	0	0
ENSMUSG00000002393	2983	14	38	46	42	16	31	34	15
ENSMUSG00000002395	2203	567	1068	900	1061	1108	1362	805	745
ENSMUSG00000002396	7133	112	236	152	198	500	626	461	459
ENSMUSG00000002409	2695	122	230	162	161	478	599	370	319
ENSMUSG00000002413	13862	963	842	811	649	1486	1647	1249	1478
ENSMUSG00000002416	5628	370	400	426	367	295	381	255	326
ENSMUSG00000002428	5931	961	896	738	740	1560	1691	1355	1487
ENSMUSG00000002455	3859	1818	1868	2109	2144	1789	2385	1481	1663
ENSMUSG00000002458	2230	776	815	847	1032	962	1124	839	776
ENSMUSG00000002459	4239	0	0	0	0	0	0	0	0
ENSMUSG00000002475	1962	0	1	2	0	0	0	0	0
ENSMUSG00000002477	837	2100	2342	2601	2354	1204	1594	1224	1230
ENSMUSG00000002486	7397	400	604	610	642	650	863	595	532
ENSMUSG00000002489	9911	1034	1436	1409	1444	2193	2610	1778	2008
ENSMUSG00000002496	6018	1553	1987	2009	2105	2414	2845	1899	1857
ENSMUSG00000002500	1643	9	10	12	12	5	6	2	4
ENSMUSG00000002504	2257	12	23	19	24	4	8	0	1
ENSMUSG00000002524	1912	2457	3521	3568	4137	3124	4003	2719	2448
ENSMUSG00000002546	5500	980	1199	1208	1282	2003	2338	1615	1532
ENSMUSG00000002550	2751	511	694	670	768	773	970	624	533
ENSMUSG00000002565	2999	37	96	54	116	629	524	464	647
ENSMUSG00000002578	5995	92	138	78	110	155	143	133	167
ENSMUSG00000002580	747	612	738	731	842	883	1113	755	808
ENSMUSG00000002588	2898	0	0	0	0	0	0	0	0
ENSMUSG00000002602	5033	163	252	232	241	259	218	177	358
ENSMUSG00000002603	5042	605	997	999	1291	1341	1581	998	973
ENSMUSG00000002608	3939	1100	1613	1562	1600	1884	2276	1415	1366
ENSMUSG00000002617	4482	117	101	88	74	354	380	297	335
ENSMUSG00000002625	2075	786	1038	897	873	2048	2328	1532	1557
ENSMUSG00000002633	2847	0	0	0	0	0	0	0	0
ENSMUSG00000002635	1549	212	306	322	361	264	340	291	220
ENSMUSG00000002658	1717	2081	2804	2835	2991	2224	2605	1819	1711
ENSMUSG00000002660	1207	398	563	620	764	268	340	207	194
ENSMUSG00000002661	1029	44	78	93	96	97	135	80	70
ENSMUSG00000002664	474	0	1	6	6	0	1	0	0
ENSMUSG00000002668	2520	219	292	287	327	1714	2265	1300	1383
ENSMUSG00000002679	1447	289	306	286	219	323	358	281	304
ENSMUSG00000002688	3778	0	0	0	0	0	0	0	0
ENSMUSG00000002699	4459	2165	2423	2170	2674	6674	7727	5480	5755
ENSMUSG00000002718	5273	4809	4476	4603	4733	2937	3312	2738	2847
ENSMUSG00000002728	3705	695	675	612	570	424	490	433	442
ENSMUSG00000002731	2028	125	174	149	138	205	247	179	191
ENSMUSG00000002732	1485	39	29	46	30	32	54	36	35
ENSMUSG00000002733	3126	366	464	315	342	491	526	405	424
ENSMUSG00000002741	2984	1743	2018	2130	1903	2234	2709	1824	2015
ENSMUSG00000002748	13667	11402	11551	12749	10521	10468	12269	8599	9520
ENSMUSG00000002763	3796	583	1228	1080	1447	1932	2337	1413	1148
ENSMUSG00000002767	1170	456	773	788	977	456	563	360	333
ENSMUSG00000002768	840	421	537	532	589	468	585	414	426
ENSMUSG00000002769	1206	8	12	11	19	17	23	13	12
ENSMUSG00000002771	4383	1	3	4	5	16	29	12	9
ENSMUSG00000002778	1525	844	985	911	997	1061	1246	933	910
ENSMUSG00000002781	2164	88	153	160	253	146	173	126	100
ENSMUSG00000002791	2804	5	7	8	12	14	9	4	5
ENSMUSG00000002797	7745	138	121	151	143	63	86	43	58
ENSMUSG00000002799	4054	41	89	67	97	68	103	63	45
ENSMUSG00000002803	2088	202	248	218	252	318	407	269	253
ENSMUSG00000002804	793	151	213	207	223	189	176	144	121
ENSMUSG00000002808	2386	0	3	8	4	2	1	0	3
ENSMUSG00000002812	5039	2273	3136	3201	3167	4239	4809	3300	3228
ENSMUSG00000002814	4599	739	820	937	828	857	1034	654	716
ENSMUSG00000002820	2541	224	354	280	411	710	910	558	500
ENSMUSG00000002825	1319	269	416	466	505	173	201	113	137
ENSMUSG00000002831	5777	0	0	0	0	0	0	0	0
ENSMUSG00000002833	2251	1309	2171	2208	2523	2318	2830	1885	1679
ENSMUSG00000002835	3308	3342	3929	4300	3947	2786	3298	2473	2510
ENSMUSG00000002844	1583	805	1194	1186	1421	1269	1568	1033	1008
ENSMUSG00000002845	4094	435	557	529	507	472	587	437	486
ENSMUSG00000002846	1784	314	394	386	409	390	489	393	346
ENSMUSG00000002847	1972	0	0	0	0	1	0	0	0
ENSMUSG00000002870	6956	8311	11513	12016	13401	5974	7065	4839	4843
ENSMUSG00000002871	4171	309	553	463	414	676	769	463	514
ENSMUSG00000002881	4100	611	699	737	704	966	1112	895	979
ENSMUSG00000002885	3757	260	322	333	342	3154	4316	2991	2518
ENSMUSG00000002897	8662	2299	2907	2743	2494	6113	6875	4857	5043
ENSMUSG00000002900	9917	1	5	1	0	3	8	8	3
ENSMUSG00000002908	4054	3	4	1	5	0	0	1	1
ENSMUSG00000002910	2329	124	195	163	216	271	387	228	224
ENSMUSG00000002930	1757	0	0	0	0	0	0	0	0
ENSMUSG00000002944	3590	0	1	1	1	0	2	0	0
ENSMUSG00000002948	3829	1416	1988	1770	1806	2410	2852	1943	1871
ENSMUSG00000002949	3664	1264	1548	1676	1814	1105	1318	921	870
ENSMUSG00000002957	5663	1634	2258	2222	2186	1930	2299	1680	1568
ENSMUSG00000002963	3250	299	470	514	701	1037	1341	871	759
ENSMUSG00000002968	7629	956	1843	1705	1954	1465	1612	1030	978
ENSMUSG00000002980	3199	30	98	102	144	132	105	61	168
ENSMUSG00000002981	6210	1414	1959	1925	2158	2040	2654	1772	1700
ENSMUSG00000002983	3885	36	119	63	77	122	177	86	89
ENSMUSG00000002984	4513	1154	2171	2183	2910	833	1013	655	582
ENSMUSG00000002985	2138	233	482	448	475	196	190	135	309
ENSMUSG00000002992	813	0	0	0	0	0	0	0	0
ENSMUSG00000002996	6167	388	523	353	320	1029	1349	1048	1136
ENSMUSG00000002997	3652	698	710	607	639	651	676	604	598
ENSMUSG00000003031	4552	1645	2038	1283	1203	3794	4704	3690	3003
ENSMUSG00000003032	3049	291	370	502	526	386	522	217	122
ENSMUSG00000003033	3150	1506	2065	2171	2516	2914	3568	2541	2415
ENSMUSG00000003037	4678	2187	2723	2624	2610	2852	3493	2527	2660
ENSMUSG00000003038	3060	3731	3952	4187	4149	3898	4967	3620	3735
ENSMUSG00000003039	1910	1057	1050	1098	1260	1525	1722	1217	1063
ENSMUSG00000003051	2217	1	1	3	2	0	0	1	0
ENSMUSG00000003053	3061	0	0	0	0	0	0	0	0
ENSMUSG00000003062	5580	211	254	261	212	333	407	341	342
ENSMUSG00000003068	4580	1699	2706	2543	3068	2840	3654	2236	2096
ENSMUSG00000003070	2131	6	12	22	16	7	16	10	13
ENSMUSG00000003072	1928	1350	2715	2626	3196	1598	1860	1227	1090
ENSMUSG00000003099	3136	2366	3456	3501	4070	1829	2172	1493	1336
ENSMUSG00000003119	11730	1894	1831	2109	1778	2409	2632	1893	2376
ENSMUSG00000003123	5886	59	118	112	137	202	298	153	154
ENSMUSG00000003131	4241	2117	2085	1935	1600	2165	2349	1870	2020
ENSMUSG00000003134	5239	205	275	240	201	646	700	511	506
ENSMUSG00000003135	3508	1233	1353	1292	1297	1293	1587	1138	1252
ENSMUSG00000003153	7245	505	524	560	599	497	553	387	511
ENSMUSG00000003154	5346	277	414	322	305	907	1040	688	587
ENSMUSG00000003161	4852	969	1002	981	1030	1254	1534	1095	1064
ENSMUSG00000003166	6638	1686	2252	2285	2031	2419	2776	1942	2024
ENSMUSG00000003184	3442	855	1190	1132	1431	1898	2214	1510	1551
ENSMUSG00000003190	1976	201	373	361	483	535	661	414	401
ENSMUSG00000003198	2028	168	136	122	88	192	259	188	219
ENSMUSG00000003199	2305	546	847	811	1003	1357	1688	1016	939
ENSMUSG00000003200	2072	931	1575	1512	1492	2140	2612	1683	1495
ENSMUSG00000003206	1170	0	0	0	0	0	0	0	0
ENSMUSG00000003208	1311	180	245	270	307	304	332	213	194
ENSMUSG00000003226	9477	5908	5003	4906	4561	5135	5865	4386	5147
ENSMUSG00000003227	3637	0	0	0	0	0	0	0	0
ENSMUSG00000003228	3165	55	23	44	58	48	75	56	53
ENSMUSG00000003233	4899	223	426	423	497	594	596	392	439
ENSMUSG00000003234	3557	806	967	982	942	1240	1338	979	1062
ENSMUSG00000003235	3209	2005	2296	2560	2627	1531	1908	1300	1357
ENSMUSG00000003269	2527	782	1059	940	1011	1405	1801	1140	1202
ENSMUSG00000003271	1135	10	21	12	23	14	2	9	6
ENSMUSG00000003273	1538	0	0	0	0	0	0	0	0
ENSMUSG00000003279	16992	0	0	0	0	0	0	0	0
ENSMUSG00000003282	8487	11	25	25	28	64	44	46	94
ENSMUSG00000003283	2092	1	4	2	1	12	1	6	7
ENSMUSG00000003299	1285	506	923	939	1054	625	853	502	475
ENSMUSG00000003308	4664	872	1162	1139	1488	1631	1835	1226	1137
ENSMUSG00000003309	1738	8	7	10	10	8	14	6	10
ENSMUSG00000003316	7090	2115	2607	2428	2403	3413	3850	2904	3014
ENSMUSG00000003341	4411	7	7	5	10	7	2	5	4
ENSMUSG00000003344	3586	337	603	515	847	859	1089	721	569
ENSMUSG00000003345	2511	1329	2746	2544	3430	2906	3653	2136	1718
ENSMUSG00000003346	1547	277	606	603	853	585	718	397	321
ENSMUSG00000003348	2644	651	997	990	1272	3236	3534	2402	2400
ENSMUSG00000003352	3120	34	43	26	72	255	369	255	225
ENSMUSG00000003354	1890	0	2	0	0	0	1	0	1
ENSMUSG00000003355	731	8	15	24	28	3	4	3	1
ENSMUSG00000003360	5452	2429	3391	3498	3792	3294	3823	2598	2576
ENSMUSG00000003363	2924	378	798	611	762	1995	2583	1577	1372
ENSMUSG00000003378	5168	47	147	110	117	183	183	113	137
ENSMUSG00000003379	1457	13	31	26	18	2	9	3	3
ENSMUSG00000003380	1523	156	319	270	367	344	417	261	216
ENSMUSG00000003382	10274	1022	1246	1286	1122	1887	2009	1454	1475
ENSMUSG00000003402	2013	1620	2834	2744	3100	3318	3974	2443	2527
ENSMUSG00000003410	5027	11	12	9	8	150	150	92	119
ENSMUSG00000003411	3524	0	1	0	1	2	2	0	0
ENSMUSG00000003418	7664	1	0	0	0	1	0	0	1
ENSMUSG00000003420	1738	2	0	0	4	1	2	0	0
ENSMUSG00000003421	2134	656	1068	987	1220	1116	1256	797	715
ENSMUSG00000003423	1222	413	729	697	909	754	945	655	610
ENSMUSG00000003429	602	8261	9148	9752	9247	4061	4699	3457	4108
ENSMUSG00000003435	5764	4605	6289	6193	6559	6546	7939	4997	5024
ENSMUSG00000003436	2850	4	8	8	1	0	0	2	1
ENSMUSG00000003437	3438	1804	1928	1947	2032	1724	2149	1518	1634
ENSMUSG00000003438	2684	1017	1474	1530	1644	913	1093	692	647
ENSMUSG00000003444	1281	117	147	153	165	111	113	87	69
ENSMUSG00000003452	27373	27	23	15	12	17	7	9	3
ENSMUSG00000003458	3975	1101	1192	1155	1318	2083	2627	1702	1811
ENSMUSG00000003464	3815	820	986	979	975	1210	1432	1039	1057
ENSMUSG00000003469	2910	1	0	0	0	1	0	0	2
ENSMUSG00000003476	5112	0	0	0	0	0	0	0	0
ENSMUSG00000003477	1600	0	0	0	0	0	0	0	0
ENSMUSG00000003484	1855	0	1	0	0	0	0	0	2
ENSMUSG00000003500	3294	2628	4085	4037	5085	2903	3398	2247	1998
ENSMUSG00000003505	3232	0	0	0	0	0	0	0	0
ENSMUSG00000003518	4682	0	0	2	2	0	0	2	2
ENSMUSG00000003526	3461	231	320	252	330	1220	1885	1168	951
ENSMUSG00000003527	2819	415	613	585	707	725	964	601	570
ENSMUSG00000003528	2176	467	570	758	726	403	443	313	298
ENSMUSG00000003531	2985	413	681	652	684	1173	1476	950	779
ENSMUSG00000003534	4774	3	1	3	1	9	13	5	0
ENSMUSG00000003541	1131	41	144	40	93	22	35	18	18
ENSMUSG00000003545	6243	1998	3282	3725	4404	2420	3502	1653	683
ENSMUSG00000003546	2322	133	257	206	220	329	371	238	228
ENSMUSG00000003549	3111	227	400	387	459	390	498	340	309
ENSMUSG00000003555	2166	1	0	0	0	0	0	0	0
ENSMUSG00000003559	1751	423	414	387	438	528	509	362	403
ENSMUSG00000003573	3440	293	468	379	443	675	804	585	466
ENSMUSG00000003575	11182	526	810	729	949	1035	1137	772	694
ENSMUSG00000003581	2232	118	168	147	146	312	431	287	226
ENSMUSG00000003585	3505	3	2	5	7	7	3	3	5
ENSMUSG00000003604	5001	574	641	607	646	199	247	214	210
ENSMUSG00000003617	9566	0	0	0	0	2	0	0	0
ENSMUSG00000003623	5456	367	355	252	285	842	916	682	774
ENSMUSG00000003644	4258	763	1216	1169	1415	1371	1493	954	1050
ENSMUSG00000003657	1430	0	0	0	0	1	2	0	0
ENSMUSG00000003660	7819	7577	8361	9072	9318	8499	9798	6972	7346
ENSMUSG00000003662	3197	726	925	915	905	1011	1180	851	940
ENSMUSG00000003665	2090	0	0	0	0	0	0	0	0
ENSMUSG00000003680	5884	604	747	646	876	845	1071	832	757
ENSMUSG00000003721	3473	193	182	174	142	361	467	352	340
ENSMUSG00000003731	6729	1714	1746	1766	1611	2410	2619	1927	2034
ENSMUSG00000003746	9058	1326	1375	1032	923	895	882	874	880
ENSMUSG00000003752	5285	133	251	228	197	257	347	265	244
ENSMUSG00000003762	5586	162	275	232	314	338	486	308	282
ENSMUSG00000003778	10633	2844	2645	2678	3068	3903	4879	3764	4164
ENSMUSG00000003779	3796	2643	2787	3054	3082	3179	3709	3075	3346
ENSMUSG00000003808	4538	1630	2263	2345	2420	1532	1761	1179	1196
ENSMUSG00000003809	2754	418	479	471	471	676	816	538	663
ENSMUSG00000003810	7645	1683	2162	2186	2174	3654	4400	3212	3067
ENSMUSG00000003812	5389	81	77	67	113	210	266	153	212
ENSMUSG00000003813	2577	1390	2026	2074	2482	1505	1873	1266	1187
ENSMUSG00000003814	2880	11481	13461	12647	13349	7881	9910	7641	8001
ENSMUSG00000003824	1968	831	995	1069	1106	535	716	472	584
ENSMUSG00000003847	18378	1995	2142	1837	1264	4069	4369	3380	4008
ENSMUSG00000003848	3486	1275	1926	1966	1938	868	932	663	628
ENSMUSG00000003849	1553	4	8	4	2	14	2	8	9
ENSMUSG00000003863	4865	0	2	0	2	5	6	5	4
ENSMUSG00000003865	3681	231	271	244	318	566	612	441	497
ENSMUSG00000003868	1675	1412	2472	2635	3508	1110	1475	883	837
ENSMUSG00000003872	715	2	13	7	18	4	3	2	0
ENSMUSG00000003873	869	691	1177	1103	1296	816	1211	730	568
ENSMUSG00000003882	3208	847	683	495	709	873	631	695	620
ENSMUSG00000003923	4438	1537	1589	1469	1416	1369	1755	1187	1440
ENSMUSG00000003929	6639	556	609	488	390	756	845	637	808
ENSMUSG00000003934	3183	112	167	167	115	109	99	64	81
ENSMUSG00000003948	5386	593	583	486	514	637	702	594	578
ENSMUSG00000003949	6681	6	6	4	12	2	4	1	3
ENSMUSG00000003955	635	757	890	815	931	316	431	323	352
ENSMUSG00000003970	862	15264	27164	26340	29483	10282	12878	8161	7358
ENSMUSG00000003974	3049	0	0	0	0	0	0	0	0
ENSMUSG00000003992	7961	650	758	594	572	1060	1459	992	941
ENSMUSG00000004018	3372	310	295	299	309	302	381	317	353
ENSMUSG00000004031	8767	0	0	0	0	0	0	0	0
ENSMUSG00000004032	1278	1	0	1	1	0	0	0	0
ENSMUSG00000004035	1601	8	1	1	3	15	18	16	11
ENSMUSG00000004038	1311	2	2	2	1	1	1	0	0
ENSMUSG00000004040	9527	1623	2247	2121	1810	3629	4046	2697	2656
ENSMUSG00000004043	7133	2170	3035	3062	3691	4001	4891	3070	2848
ENSMUSG00000004044	3587	1	1	4	4	1	0	0	1
ENSMUSG00000004054	3801	566	1365	1160	1621	1351	1600	930	768
ENSMUSG00000004056	7131	1387	1980	1859	1951	2367	2811	1955	1798
ENSMUSG00000004069	3912	1071	1136	1177	1188	682	820	572	645
ENSMUSG00000004070	2217	1263	1449	1492	1481	1794	2071	1440	1449
ENSMUSG00000004071	5746	794	939	989	784	1080	1242	848	886
ENSMUSG00000004085	10175	190	239	213	179	171	191	143	106
ENSMUSG00000004096	1111	1864	1864	2044	1868	1744	2001	1636	1603
ENSMUSG00000004098	6809	0	1	0	0	0	0	0	0
ENSMUSG00000004099	6304	15835	19351	20804	20322	14758	17141	12120	13333
ENSMUSG00000004100	2504	1209	2216	2091	2721	589	660	420	413
ENSMUSG00000004105	6286	1202	1857	1578	1837	2277	2345	1798	1466
ENSMUSG00000004110	24813	7	4	1	0	16	30	9	8
ENSMUSG00000004113	9942	1	1	2	2	2	0	1	1
ENSMUSG00000004127	7976	322	334	310	341	269	236	226	216
ENSMUSG00000004151	5889	1	4	1	2	12	6	2	8
ENSMUSG00000004187	3143	40	83	49	45	229	276	146	189
ENSMUSG00000004207	2744	5483	7927	6923	7218	17581	21808	13560	12463
ENSMUSG00000004221	8110	728	727	690	699	1206	1441	1077	1223
ENSMUSG00000004231	5409	0	0	0	0	0	0	0	0
ENSMUSG00000004233	5946	185	230	180	219	286	386	239	278
ENSMUSG00000004263	4600	403	878	767	844	1270	1260	972	731
ENSMUSG00000004264	3718	4262	5742	6070	6425	2070	2362	1658	1707
ENSMUSG00000004266	2802	2561	3793	3584	3912	4378	5196	3689	3809
ENSMUSG00000004267	4705	11	14	27	11	14	15	17	20
ENSMUSG00000004268	4632	2755	3611	3756	3704	3319	4063	2648	2899
ENSMUSG00000004270	3268	545	671	579	652	938	1077	851	992
ENSMUSG00000004285	1063	505	835	815	818	717	919	605	585
ENSMUSG00000004296	1967	0	2	0	1	0	0	0	0
ENSMUSG00000004317	11452	415	423	417	289	643	588	409	597
ENSMUSG00000004319	17071	1306	1128	1088	1006	1288	1463	1153	1327
ENSMUSG00000004328	6710	74	101	75	99	66	46	28	102
ENSMUSG00000004341	1276	0	0	0	0	0	0	0	0
ENSMUSG00000004344	1674	0	0	0	0	0	0	0	0
ENSMUSG00000004347	20067	3	3	1	0	8	4	3	4
ENSMUSG00000004356	8831	3138	3074	3224	3339	1272	1376	1032	1206
ENSMUSG00000004359	3841	0	0	0	0	1	0	0	1
ENSMUSG00000004360	5644	0	0	0	0	0	0	1	1
ENSMUSG00000004364	4873	4329	4435	3990	3437	4721	5229	4207	4312
ENSMUSG00000004366	599	0	0	0	0	0	0	0	0
ENSMUSG00000004371	2012	3	4	4	2	1	0	0	0
ENSMUSG00000004383	7883	56	59	56	60	68	51	59	49
ENSMUSG00000004393	2533	1219	1567	1769	1968	767	946	737	665
ENSMUSG00000004394	2178	612	759	658	660	711	835	582	642
ENSMUSG00000004415	8176	0	0	0	0	0	0	0	0
ENSMUSG00000004446	3550	1410	1604	1875	1673	1406	1484	1109	1426
ENSMUSG00000004451	4930	212	285	290	321	557	662	473	450
ENSMUSG00000004455	3424	1644	1888	2039	1690	2162	2593	1854	2009
ENSMUSG00000004460	3236	1585	1670	1846	1763	1669	2030	1440	1548
ENSMUSG00000004462	2702	335	356	303	386	358	497	315	354
ENSMUSG00000004473	2978	13	29	16	27	57	42	41	39
ENSMUSG00000004500	4776	170	140	164	177	246	313	239	262
ENSMUSG00000004508	6168	13	20	13	22	55	53	31	20
ENSMUSG00000004530	9664	1997	2791	3039	3089	3230	3599	2619	2558
ENSMUSG00000004535	9991	4517	4562	4489	4401	4937	5994	4397	5250
ENSMUSG00000004540	2100	0	0	0	0	0	0	0	0
ENSMUSG00000004542	3205	0	0	0	0	0	0	0	1
ENSMUSG00000004552	3170	152	162	159	148	204	245	148	175
ENSMUSG00000004558	2157	146	136	184	160	64	53	45	65
ENSMUSG00000004561	3970	465	548	524	628	588	704	466	555
ENSMUSG00000004562	10366	147	195	194	196	402	407	276	313
ENSMUSG00000004565	9698	469	607	607	553	779	789	590	591
ENSMUSG00000004567	7555	491	574	513	576	1343	1640	1099	1167
ENSMUSG00000004568	8395	621	816	873	913	1176	1308	835	850
ENSMUSG00000004591	12877	1693	1690	1655	1263	2069	2319	1799	2001
ENSMUSG00000004609	7771	0	0	0	0	0	0	0	1
ENSMUSG00000004610	1164	623	995	932	1012	716	826	525	543
ENSMUSG00000004612	914	38	80	31	98	226	280	162	307
ENSMUSG00000004613	884	0	0	0	0	0	0	0	0
ENSMUSG00000004626	4159	1067	1458	1321	1541	2372	2738	1746	2015
ENSMUSG00000004630	1828	0	0	0	0	0	0	0	0
ENSMUSG00000004631	10612	1	1	0	2	2	0	7	9
ENSMUSG00000004633	5812	7	15	12	5	15	23	6	25
ENSMUSG00000004637	10173	237	288	199	230	266	275	210	227
ENSMUSG00000004642	6076	4031	4411	4429	3880	3777	4256	3371	3745
ENSMUSG00000004651	7108	0	0	0	0	0	0	0	0
ENSMUSG00000004654	3487	0	0	0	0	0	0	0	0
ENSMUSG00000004655	2627	2	0	1	2	0	2	1	0
ENSMUSG00000004661	7976	313	336	285	335	934	1080	720	743
ENSMUSG00000004665	2460	535	765	800	981	2144	2138	1450	1499
ENSMUSG00000004667	2670	829	1595	1642	1939	838	984	630	576
ENSMUSG00000004668	19737	0	0	0	0	0	0	0	0
ENSMUSG00000004677	7297	2563	3615	3280	3886	5307	6458	4262	4033
ENSMUSG00000004698	4422	22	28	27	20	36	37	39	19
ENSMUSG00000004707	3307	1073	1247	1264	1230	1521	1759	1220	1347
ENSMUSG00000004709	4876	0	5	3	5	4	2	0	1
ENSMUSG00000004730	3245	1	2	2	0	2	1	1	0
ENSMUSG00000004748	1738	102	119	121	183	20	16	21	25
ENSMUSG00000004768	8285	136	126	137	124	94	100	78	95
ENSMUSG00000004771	2992	770	790	718	549	1007	1053	834	911
ENSMUSG00000004788	1885	819	1208	1307	1444	1080	1268	883	846
ENSMUSG00000004789	2767	2704	2944	3099	3083	3604	4334	2953	3251
ENSMUSG00000004791	1582	9	3	11	8	2	5	4	3
ENSMUSG00000004798	5977	718	708	582	624	1347	1429	1018	1051
ENSMUSG00000004814	1295	0	0	0	0	0	1	0	0
ENSMUSG00000004815	7189	351	473	466	420	789	958	670	709
ENSMUSG00000004821	763	0	0	0	0	0	0	0	0
ENSMUSG00000004837	1793	295	447	415	503	966	1365	807	721
ENSMUSG00000004842	3891	0	0	0	0	0	0	0	0
ENSMUSG00000004843	1838	587	606	425	422	551	604	528	564
ENSMUSG00000004846	4519	364	580	542	547	329	420	274	290
ENSMUSG00000004849	2198	885	1310	1247	1281	932	1184	752	716
ENSMUSG00000004864	1512	0	2	0	0	0	0	0	1
ENSMUSG00000004865	9647	3844	4015	4398	4089	2683	3198	2299	2390
ENSMUSG00000004872	6187	0	0	0	0	0	0	0	0
ENSMUSG00000004880	4761	5596	6188	6110	5925	10503	12026	9029	8969
ENSMUSG00000004885	1322	7	15	17	19	5	18	2	1
ENSMUSG00000004891	6416	28	51	53	71	9	18	6	13
ENSMUSG00000004892	4064	0	0	0	0	0	0	0	1
ENSMUSG00000004894	2371	0	0	0	0	0	0	0	0
ENSMUSG00000004895	2099	1264	1771	1726	1737	1364	1523	1026	1106
ENSMUSG00000004896	6342	535	598	606	491	862	1006	708	717
ENSMUSG00000004897	2873	10036	12129	12821	13067	6575	7760	5655	5825
ENSMUSG00000004902	1911	0	0	0	0	0	0	0	0
ENSMUSG00000004929	5059	704	1124	1252	1574	255	322	265	200
ENSMUSG00000004931	2106	163	314	322	426	308	377	243	234
ENSMUSG00000004933	4594	160	248	199	340	287	322	171	181
ENSMUSG00000004934	4582	203	379	340	383	618	600	443	420
ENSMUSG00000004936	3391	721	887	734	757	914	1011	783	765
ENSMUSG00000004937	1969	1248	2161	2029	2415	1784	2189	1421	1374
ENSMUSG00000004939	1840	0	0	0	0	0	0	0	0
ENSMUSG00000004945	1837	625	798	779	731	1070	1205	821	899
ENSMUSG00000004947	7032	272	549	566	575	631	647	415	396
ENSMUSG00000004948	1323	0	0	0	0	0	0	0	0
ENSMUSG00000004951	1031	1	2	2	0	0	0	0	0
ENSMUSG00000004952	7485	55	112	101	113	79	100	68	66
ENSMUSG00000004961	2380	0	3	0	1	0	0	0	0
ENSMUSG00000004980	6584	38263	38540	39850	37162	29220	35760	27717	29579
ENSMUSG00000004988	1957	0	0	0	0	0	0	0	0
ENSMUSG00000004994	2694	136	168	170	189	350	450	323	289
ENSMUSG00000004996	3273	477	648	589	730	416	448	303	351
ENSMUSG00000005034	8772	2659	3079	2608	2424	3577	3936	2923	2970
ENSMUSG00000005043	4414	158	165	165	261	577	553	385	418
ENSMUSG00000005045	9583	11	9	10	10	5	4	3	4
ENSMUSG00000005054	599	317	443	393	358	475	541	371	362
ENSMUSG00000005057	5406	66	158	166	142	3	13	3	6
ENSMUSG00000005069	3943	618	791	753	831	1073	1388	876	858
ENSMUSG00000005078	2692	128	168	96	144	259	353	274	265
ENSMUSG00000005087	6776	9	23	16	18	15	21	14	13
ENSMUSG00000005089	13133	0	0	0	0	0	0	0	0
ENSMUSG00000005102	7457	620	689	733	731	613	568	398	541
ENSMUSG00000005103	8899	3446	4060	4289	4148	5655	6820	4479	5037
ENSMUSG00000005107	5083	101	92	99	96	273	327	170	175
ENSMUSG00000005124	5518	0	0	0	0	0	0	0	0
ENSMUSG00000005125	6593	1301	1272	1291	1087	1089	653	583	675
ENSMUSG00000005131	1237	5	3	4	11	3	2	4	3
ENSMUSG00000005142	4325	1639	2023	1749	2085	2907	3338	2315	2298
ENSMUSG00000005148	1721	4	9	9	8	4	1	1	1
ENSMUSG00000005150	2818	386	510	479	532	591	705	468	446
ENSMUSG00000005161	3050	2762	3890	4064	3874	2780	3253	2161	2202
ENSMUSG00000005198	7067	10042	10106	10545	11801	15343	17843	11526	13664
ENSMUSG00000005202	1506	0	0	0	0	0	0	0	0
ENSMUSG00000005204	3632	1935	2480	2496	2768	1761	2170	1542	1600
ENSMUSG00000005220	5400	0	0	0	0	0	0	0	0
ENSMUSG00000005225	7005	12	2	4	5	7	3	5	2
ENSMUSG00000005232	1974	0	0	0	0	0	0	0	0
ENSMUSG00000005233	3188	976	906	848	937	1746	2180	1817	2028
ENSMUSG00000005237	14968	1	0	1	3	13	5	5	10
ENSMUSG00000005251	3953	4	8	3	7	2	0	0	0
ENSMUSG00000005262	4336	1092	1268	1263	1055	1534	1695	1241	1345
ENSMUSG00000005267	7632	52	52	52	47	146	169	110	98
ENSMUSG00000005268	15339	0	0	0	0	0	0	0	0
ENSMUSG00000005299	9650	1337	1694	1834	2000	1557	1958	1340	1265
ENSMUSG00000005312	3686	2955	4010	3409	3371	3152	3764	2774	2802
ENSMUSG00000005320	3542	1	1	0	0	0	0	0	0
ENSMUSG00000005338	7248	0	0	1	0	0	0	0	0
ENSMUSG00000005339	998	0	0	0	0	0	0	0	0
ENSMUSG00000005354	4208	1802	2559	2658	2841	1299	1691	1180	1088
ENSMUSG00000005355	2329	0	0	0	0	0	0	0	0
ENSMUSG00000005357	2089	0	0	0	0	0	1	0	0
ENSMUSG00000005360	8537	0	0	0	0	0	0	0	0
ENSMUSG00000005362	6982	546	530	536	459	1023	1220	1020	1182
ENSMUSG00000005364	3575	9	5	7	15	117	170	78	136
ENSMUSG00000005370	4254	5557	5480	5858	4831	5280	5654	3987	4683
